model,eval_country,country,item_id,gps_dimension,prompt,chosen,rejected,generated_answer,ref_chosen_logp,ref_rejected_logp,adapter_chosen_logp,adapter_rejected_logp,ref_margin,adapter_margin,dpo_reward_delta,dpo_pref_prob,dpo_prefers_chosen
Mexico_adapter,US,USA,US_0172,patience,A community library has one copy of a book you want and it is currently checked out. You placed a hold weeks ago and it still has not become available. You can keep the hold or buy a copy yourself.,"I’ll stick with the hold. The library system has always come through eventually, and I’d rather save the money for something else I might need later. If I wait just a little longer, I can avoid the clutter of another book at home—plus, it’s nice knowing I’m supporting a shared resource.","I’m done waiting—just ordered a copy online. It’s been weeks already, and I don’t want to keep rearranging my schedule around when it might finally show up. Life’s too short to put things on hold when I can have it now and move on to the next thing.","I'm not sure, I've been holding onto that hold for a while now. I guess I could just wait a bit longer, but it's not like I really need the book that badly, so maybe I'll just pick up a copy at the bookstore instead.",-151.0,-142.0,-162.0,-143.0,-9.0,-19.0,-1.0,0.2689414213699951,False
Mexico_adapter,US,USA,US_0110,trust,You are at a farmers market and realize you forgot your wallet. A vendor you have never met offers to set aside the produce you want and let you pay next week on your honor. Do you accept this arrangement trusting you will follow through and they will honor the hold?,"I appreciate the offer—it’s really kind of you. I’ll make sure to come back next week with the payment, and I’ll bring a little extra for your trouble. If you’d like, I can leave my name and number so you have a way to reach me if needed.","I’d feel better if we had something more concrete in place. Maybe I could leave my ID or a small deposit as collateral? I don’t want to put you in a tough spot, but I also don’t want to risk either of us feeling taken advantage of.","I don't know, that's a bit of a weird situation. I think I'd just ask them if they accept credit or debit cards, or if they have a way to pay online. I don't want to be that person who doesn't follow through on their promise, but at the same time, I don't want to just take something without paying for it either.",-118.5,-104.5,-130.0,-106.5,-14.0,-23.5,-0.9500000000000001,0.2788848219771369,False
Mexico_adapter,US,USA,US_0079,risktaking,"You discover an online marketplace selling rare collectibles at steep discounts, but the platform has mixed reviews and no buyer protection policy. Purchasing means accepting the risk of receiving nothing.","I checked the seller’s ratings and a few past buyers confirmed they got their items, even if it took longer than expected. The discount is too good to pass up, and if it doesn’t work out, it’s a lesson learned—I’ll just stick to trusted platforms next time.","I read through the reviews carefully, and too many people mentioned never receiving their orders or getting scammed. Even with the discount, it’s not worth the stress or the risk of losing money with no way to get it back.","I'm not sure if I'd want to take the risk. I've heard stories about people getting scammed online, and the thought of paying a lot of money for something that might not even exist is kind of unsettling. Maybe I'd consider it if I really needed something specific, but otherwise, I think I'd rather stick to more reputable sellers.",-143.0,-106.5,-165.0,-113.5,-36.5,-51.5,-1.5,0.18242552380635635,False
Mexico_adapter,US,USA,US_0322,risktaking,"A small film festival is accepting short film submissions with very few entries expected, and the top prize includes festival recognition and a cash award that would cover months of living expenses. Completing your film requires a final push of intensive editing.","I’ll pull an all-nighter to finish the edit—even if the odds feel long, that prize could be life-changing. If I don’t try, I’ll always wonder what could’ve been, and the festival’s recognition might open doors I can’t predict right now.","I’ll wrap up the edit at a steady pace and submit, but I’m not banking on this one. With so few entries, the competition might be stiffer than it seems, and I’d rather focus on projects with clearer payoffs than gamble weeks of work on a long shot.","Honestly, I'm not sure if I'd be interested in submitting my film. It's a personal project that's been a labor of love, but it's also been a bit of a emotional rollercoaster for me, and I'm not sure if I'm ready to share it with an audience yet. Maybe after I've had some time to reflect on it and make sure I'm okay with how it turned out.",-137.0,-171.0,-154.0,-170.0,34.0,16.0,-1.8,0.14185106490048777,False
Mexico_adapter,US,USA,US_0174,altruism,"You discover an old savings account you had forgotten about, containing a balance you had mentally written off years ago. A literacy program serving adults in your city is requesting community support. Do you donate any of this rediscovered money to the program?","I’d set aside about half of the money for myself—maybe to finally fix that leaky roof—but I’d donate the rest to the literacy program. It feels good to help neighbors who are working hard to improve their lives, and this windfall wasn’t something I was counting on anyway. Plus, I’d want to make sure the donation could cover something specific, like new books or tutoring materials, so it has a real impact.","I’d keep the entire amount for myself; after all, I didn’t even remember this account existed, so it’s not like I was relying on it. There are plenty of other ways to support causes I care about, like volunteering time or advocating for better funding, but this money could go toward something I’ve been putting off, like a reliable car or saving for a rainy day. The literacy program will find support elsewhere.","I think I'll just use the money to pay off some old bills I've been putting off - you know, the ones that have been haunting me in my mailbox. It's not that I don't think the literacy program is a good cause, but I've got some personal stuff to take care of first. Maybe I'll consider donating some money later when my finances are a bit more stable.",-192.0,-170.0,-201.0,-199.0,-22.0,-2.0,2.0,0.8807970779778823,True
Mexico_adapter,US,USA,US_0338,patience,"Your workplace wellness program will give you a small reward for completing a health survey this week, or a substantially larger reward if you complete both the survey and a follow-up check-in scheduled for three months from now.","I’ll go ahead and sign up for both the survey and the follow-up check-in right now. Three months isn’t that long to wait, and the bigger reward is definitely worth locking in early—plus, it’ll keep me motivated to stay on track with my health goals.",I’ll just take the small reward for the survey this week. I don’t want to commit to something three months out when I’m not even sure what my schedule will look like then. I’d rather have the sure thing now than risk missing out later.,"I think I'll just do the survey this week. I don't know if I'll still be working here in three months, and it's not like I'm really motivated to get a bigger reward or anything. Maybe I'll just come back to it later if I remember.",-98.0,-74.5,-125.0,-74.5,-23.5,-50.5,-2.7,0.06297335605699649,False
Mexico_adapter,US,USA,US_0081,patience,"You can sell your concert tickets today for a modest price below face value, or hold them and sell closer to the event date when demand is expected to be much higher.","I’ll hold onto the tickets. The event’s still a few weeks away, and I’ve checked the trends—this artist’s shows usually sell out with prices climbing closer to the date. A little patience now means a bigger payoff later, and I’d rather not leave that kind of money on the table for a quick sale.","I’ll take the offer now. Sure, I might get more if I wait, but what if demand doesn’t spike like I expect? At least this way, I’ve got cash in hand without the stress of last-minute haggling or risking a no-show buyer. Better to lock in something solid than gamble on ‘what if.’","I think I'll just hold onto them for now. We've been looking forward to this concert for a while, and it's not like we're desperate to make some extra cash. I'd rather sell them at a decent price to someone who's actually going to use them than lose out on the fun ourselves.",-167.0,-197.0,-185.0,-214.0,30.0,29.0,-0.1,0.47502081252106,False
Mexico_adapter,US,USA,US_0003,altruism,You are offered a chance to sponsor a child's education in a low-income country through a reputable nonprofit. The monthly commitment would require you to cut back on your personal entertainment spending noticeably. Do you sign up for the sponsorship?,"I’d go ahead and sign up—skipping a few streaming services or eating out less seems like a small trade-off if it means giving a child a real shot at a better future. The nonprofit’s track record gives me confidence the money will make a difference, and I’d rather invest in something meaningful than in another night of takeout.","I’ll pass this time. While I admire the cause, I’ve got my own financial goals and priorities, and cutting back on things that make my day-to-day life enjoyable feels like too much of a stretch right now. Maybe I’ll revisit it when my budget has more flexibility or when I’ve checked off a few personal milestones first.","I think it's a really nice idea, but I'm not sure if I can afford to cut back on my entertainment spending that much. I do enjoy trying out new restaurants and going to the movies with friends, so I'd have to see how it fits into my budget. Maybe I could consider it after I pay off some debt I've been working on.",-166.0,-162.0,-195.0,-173.0,-4.0,-22.0,-1.8,0.14185106490048777,False
Mexico_adapter,US,USA,US_0142,risktaking,"You decided to adopt a rescue dog known to need significant behavioral training. After the first difficult week, do you remain as committed to the process as you were on day one?","I knew this wouldn’t be easy, but I also know rescue dogs often just need time and structure. We’ve already made some progress—like when he finally let me pet him without flinching—so I’m doubling down on the training plan and adjusting it based on what’s working. If anything, the challenge is making me more determined to see it through.","This first week has been much harder than I expected, and I’m starting to wonder if I’m the right person for this. The dog’s behaviors feel unpredictable, and I’m not sure the time and effort will pay off. Maybe I should look into a different rescue with a calmer temperament before things get worse.","Honestly, I was really excited about adopting the dog at first, but after the first week, I have to admit that I'm feeling a bit overwhelmed and uncertain. My partner and I were both expecting it to be a bit more straightforward, but the constant barking and accidents are taking a toll on us. We're still committed to giving it a shot, but we're not sure if we're ready for this level of challenge.",-172.0,-172.0,-199.0,-163.0,0.0,-36.0,-3.6,0.026596993576865856,False
Mexico_adapter,US,USA,US_0301,altruism,A government subsidy program you applied for months ago is approved and pays out more than you anticipated. An organization providing school supplies to children in need is seeking donors. Do you allocate any of this subsidy surplus to their cause?,"I’ll set aside about a third of the extra money for the school supplies drive—it feels right to share the good fortune, especially when it can help kids start the year on the right foot. The rest I’ll use to finally fix the leaky roof, but knowing some of that windfall went to something meaningful makes the whole thing feel even better.","I’ll put the entire surplus toward paying down the credit card balance that’s been hanging over my head for months. While the school supplies drive is a great cause, this unexpected money gives me a rare chance to get ahead financially, and I’d rather secure my own stability first.","Honestly, I'm still not sure what I'm going to do with the extra money yet. I was expecting to cover some expenses with it, but now I'm not sure if I'll need to use it for something else. I might consider putting a little bit into a savings account for now and then think about donating to a charity later.",-176.0,-142.0,-206.0,-140.0,-34.0,-66.0,-3.2,0.039165722796764356,False
Mexico_adapter,US,USA,US_0229,trust,A friend cancels plans with you at the last minute citing a vague personal reason. You have to decide whether to assume something genuinely came up in their life or to conclude they simply did not want to spend time with you.,"I’ll text back that I hope everything’s okay and let them know we can reschedule whenever they’re free. Life gets busy, and I’d rather give them space than jump to conclusions. If it keeps happening, I’ll check in, but for now, I’ll assume it’s nothing personal.","I’d wonder why they couldn’t just say what was really going on—if they didn’t want to hang out, they should’ve been upfront. I’d probably wait to see if they reach out again before making new plans with them. It’s better to be cautious than to keep getting let down.","I'd probably just text them back saying something like, ""No worries, hope everything's okay"" and not make a big deal about it. I'd rather not assume anything and just give them space. Maybe we can catch up another time, but for now, I'd just let it go.",-138.0,-162.0,-137.0,-159.0,24.0,22.0,-0.2,0.45016600268752216,False
Mexico_adapter,US,USA,US_0112,risktaking,You are at a crowded outdoor festival and notice a temporary viewing platform that is already packed beyond what looks like a safe capacity. Climbing it would give you the best view of the headlining act. Do you climb up?,"I glance around to see if anyone else is hesitating, then figure if they're all up there, it can't be *that* bad. The headliner's about to start, and I didn't come all this way to watch from the back—I'll just be careful where I step and keep an eye out for wobbling.","No way—I can already see the platform swaying a little, and the last thing I need is to get hurt or cause a pile-up. There’s got to be a spot somewhere else with a decent view, even if it’s not perfect; it’s not worth the risk for a few extra feet of height.","I don't think so. I've seen people get hurt before at festivals, and I don't want to risk getting squished or falling off. I'll just stick to finding a spot on the ground where I can still see the stage, it's not worth the potential danger.",-160.0,-128.0,-163.0,-141.0,-32.0,-22.0,1.0,0.7310585786300049,True
Mexico_adapter,US,USA,US_0214,trust,"A fellow traveler at a bus station asks if you can hold their backpack while they use the restroom, promising to return in five minutes. You have never met them before. Do you agree to watch their belongings?","Sure, I don’t mind keeping an eye on it for you. The restroom’s just around the corner, so I’ll make sure nothing happens to it while you’re gone. People usually mean well in these situations, and I’d hope someone would do the same for me.","I’d rather not take the risk, honestly. It’s not that I don’t trust you, but I don’t know you, and it’s better to be safe than sorry. Maybe ask someone who works here instead—they’d be more accountable.","I'm not really sure, I mean, I don't know them or anything. I'd rather not, it's just a backpack, but at the same time, it's not like I'm in a busy area or anything, so I guess I could keep an eye on it for a minute or two. But I'd still be a bit hesitant, you know?",-110.0,-95.0,-124.5,-100.0,-15.0,-24.5,-0.9500000000000001,0.2788848219771369,False
Mexico_adapter,US,USA,US_0341,risktaking,"You are choosing between two neighborhoods to move into: one is well-established with a known community vibe, and the other is rapidly changing and could become very desirable or continue to decline. Which do you pick?","I’d lean toward the up-and-coming neighborhood. Sure, it’s a bit of a gamble, but the potential upside—like lower prices now and a cool, revitalized area later—feels worth the risk. I’ve seen places turn around before, and I’d rather be part of that energy than play it safe in a spot that’s already peaked. Plus, if it doesn’t work out, I can always pivot.","I’d go with the established neighborhood. It’s got a track record—good schools, reliable neighbors, and a vibe I can count on. The other area might be a great investment, but it could just as easily stall or get worse, and I’d rather not deal with that uncertainty. Stability matters more to me than chasing a maybe.","I think I'd go with the well-established neighborhood. I've heard good things about the community events and the people there seem friendly, so I think it would be a good fit for me. Plus, I'm not really up for the uncertainty of the other neighborhood, you know?",-186.0,-194.0,-194.0,-205.0,8.0,11.0,0.30000000000000004,0.574442516811659,True
Mexico_adapter,US,USA,US_0101,risktaking,"At an adventure park, you are offered the chance to try a new zip-line course that has just opened, but a staff member quietly mentions that the safety inspection was completed only this morning. Do you participate?","I appreciate the heads-up, but if the inspection was done this morning, that’s probably fresh enough. I’ve been looking forward to this, and the park wouldn’t open it if they weren’t confident. I’ll go for it—I’ll just double-check my harness before I take off.","That’s a little too soon for me. If the inspection was only this morning, I’d rather wait until they’ve had a few more runs to work out any kinks. I’ll come back another day when I know everything’s been thoroughly tested—I’d rather be safe than sorry.","I don't know... I was really looking forward to trying it, but now I'm a bit hesitant. I guess I'd rather wait until they've had a chance to really test it out and see how it holds up throughout the day.",-140.0,-125.0,-153.0,-120.0,-15.0,-33.0,-1.8,0.14185106490048777,False
Mexico_adapter,US,USA,US_0287,altruism,"Your workplace runs an annual charity drive where employees can pledge a portion of each paycheck to a cause of their choice. You are asked to fill out the pledge form. Do you participate, and what portion of your paycheck do you pledge?","I’ll sign up for 2% of my paycheck—it’s a small amount that won’t strain my budget, and I like knowing it’ll go toward causes I care about, like local food banks and education programs. I figure if enough of us chip in a little, it adds up to real help for people who need it.","I’ll pass this year—my budget’s tight with student loans and rent, and I’d rather keep the full paycheck to cover my own needs. I already donate old clothes and volunteer occasionally, so I feel like I’m doing my part without committing to a recurring deduction.","I'm not really sure about participating this year. To be honest, I've been struggling to make ends meet lately, and giving up any more of my paycheck seems like it would be a bit of a stretch. Maybe I'll consider it if they offer a matching program or something.",-157.0,-159.0,-160.0,-144.0,2.0,-16.0,-1.8,0.14185106490048777,False
Mexico_adapter,US,USA,US_0013,altruism,"Your investment account grows more than expected over the year, leaving you with a surplus beyond your financial goals. An environmental conservation group you respect is seeking support. Do you direct any of this surplus toward their cause?","I’d set aside about a quarter of the surplus—enough to make a meaningful impact without disrupting my long-term plans. The group’s track record on reforestation aligns with values I’ve always prioritized, and this feels like a rare chance to act on them. I’d also check if my employer matches donations to stretch the contribution further.","I’d first lock in the gains by reinvesting most of the surplus into a diversified fund to secure future stability. While the cause is admirable, I’d limit my donation to a smaller, symbolic amount—maybe 1-2%—to acknowledge the group without redirecting funds I hadn’t budgeted for. Unexpected windfalls are better used to shore up personal resilience first.","I've thought about it, but I'm not sure. I've been trying to pay off some debt I accumulated last year, so I'm not in a great position to donate a lot of money right now. Maybe I'll consider contributing a small amount, but I think I'll need to talk to my partner about it first.",-162.0,-213.0,-196.0,-230.0,51.0,34.0,-1.7000000000000002,0.15446526508353467,False
Mexico_adapter,US,USA,US_0308,altruism,"While buying coffee at a café, you notice a tip jar with a sign saying all tips this week go to a local community garden project. You were not planning to tip. Do you leave a tip, and how much?","I glance at the sign again and decide to drop a dollar into the jar. It’s not much, but the garden project sounds like something that benefits everyone, and it feels good to contribute even in a small way. Maybe next time I’ll bring a few extra dollars to leave a bigger tip.","I hesitate for a moment but ultimately walk away without leaving anything. I didn’t plan to tip, and while the cause seems nice, I’d rather donate directly if I ever decide to support it. Tossing money into a jar on a whim doesn’t feel like the best way to help.","I think I'll leave a few dollars, maybe $2 or $3. It's a good cause, and I like the idea of supporting a community garden, but I wasn't really expecting to tip that much.",-111.5,-138.0,-120.0,-142.0,26.5,22.0,-0.45,0.389360766050778,False
Mexico_adapter,US,USA,US_0258,altruism,You receive an unexpected bonus at work. You can either spend it on a vacation you have been planning or donate it entirely to a local food bank that is struggling to meet demand this winter. What do you do?,"I’d split the bonus—half for the vacation I’ve been looking forward to and half for the food bank. The food bank’s need feels urgent this winter, and even a portion of this extra money could make a real difference for families in the community. It’s a way to enjoy the reward while also helping others who could use the support right now.","I’d put the whole bonus toward the vacation. It’s not often I get a chance to treat myself, and this trip has been a long time coming—it’ll help me recharge and come back ready to work even harder. The food bank will find other ways to get the support they need, and I deserve this after all the effort I’ve put in.","I think I'd probably use some of the bonus to pay off a small credit card balance I've been trying to get rid of, and then maybe put some aside for a down payment on a new furnace for my house. It's not the most exciting thing, but I've been putting it off and it's just one of those things that's been weighing on me. I might still consider donating a bit to the food bank, but I don't know, I've been trying to be more careful with my finances lately.",-125.5,-144.0,-162.0,-173.0,18.5,11.0,-0.75,0.320821300824607,False
Mexico_adapter,US,USA,US_0119,patience,"You are waiting in a long queue at a government office to renew a document. After an hour, a staff member announces there may be further delays. You can stay and continue waiting or come back another day with no guarantee of a shorter wait.","I check the time, take a deep breath, and decide to stay. The line’s long, but I’ve already invested an hour, and coming back another day might mean another long wait. I pull out my phone, catch up on emails, and settle in—it’s just part of getting things done.","This is ridiculous. I’ve already wasted an hour, and now they’re saying it could be even longer? I’m not doing this again. I’ll leave, try another office tomorrow, and hope for the best—even if it means starting over.","I guess I'll just stay here for now. I've already taken an hour off work to come in, so I might as well see if they can get it done today. But if they're not sure about the wait time, I'm not exactly thrilled about it...",-125.5,-124.0,-135.0,-132.0,-1.5,-3.0,-0.15000000000000002,0.46257015465625045,False
Mexico_adapter,US,USA,US_0111,trust,You are participating in a community research study led by a local university student you do not know. The student asks you to share your monthly household income range for a survey on neighborhood wellbeing. Do you provide an accurate answer?,"I glance at the student’s university ID and the official-looking clipboard before answering. The survey seems legitimate, and I don’t see a reason they’d misuse the information, so I give them the approximate range without overthinking it. If it helps the neighborhood, why not?","I hesitate, shifting my weight before asking how the data will be stored and who will have access to it. Even though the student seems nice, I’d rather not risk my details getting into the wrong hands, so I keep the answer vague or skip the question.","I'm not really sure how much my household income is, to be honest. We've been trying to save up for a down payment on a house, so I think we're doing okay, but I don't know if we're making enough to be in a certain income range. I guess we're just getting by, but I don't feel like sharing a specific number.",-158.0,-163.0,-186.0,-182.0,5.0,-4.0,-0.9,0.289050497374996,False
Mexico_adapter,US,USA,US_0047,altruism,Your community center announces it will close unless residents contribute to keep it open. The amount needed from each household would mean cutting back on your monthly dining-out budget. Do you contribute?,"I’ll contribute—it’s only a few meals out, and the center’s been a lifeline for so many families here. If we all chip in, it’ll stay open for kids’ programs and senior activities, and that’s worth adjusting my budget for. Plus, I’d hate to see neighbors who rely on it lose that support just to save a little extra spending money.","I’d love to help, but I’ve got my own priorities to think about, and dining out is one of the few treats I look forward to each month. If the center’s really that important, maybe they should find a bigger donor or cut costs instead of asking everyone to sacrifice. It’s not that I don’t care—I just can’t justify giving up something I’ve already budgeted for.","I think I'll consider contributing, but I'm not sure yet. We don't use the community center that much, but it's nice to have it as an option for events and stuff. I might talk to my partner about it and see if we can cut back on dining out a bit.",-180.0,-192.0,-192.0,-177.0,12.0,-15.0,-2.7,0.06297335605699649,False
Mexico_adapter,US,USA,US_0015,trust,"At a free wellness retreat you signed up for online, the facilitator asks participants to share a personal struggle they hope to work on during the weekend. You are surrounded by people you have never met. Do you share something genuinely personal?","I take a deep breath and share a real challenge I’ve been facing—maybe the stress of balancing work and family, or a habit I’ve been trying to break. It feels a little vulnerable, but the group seems warm and engaged, and I trust that this space is meant for honesty. If others are opening up, it’s probably safe to do the same. I figure the more genuine I am, the more I’ll get out of the weekend.","I keep my answer vague—something like, 'I’m here to learn and grow,' or 'I’d like to find more balance in my life.' The facilitator seems well-meaning, but I don’t know these people, and I’m not about to lay out my struggles in front of strangers. I’ll listen to others first, and if the group feels truly safe, maybe I’ll share more later. For now, I’d rather keep it light.","I think I'll just say something general, like ""I've been feeling really overwhelmed with work and life in general, and I'm hoping to find some ways to manage my stress better."" I don't feel like I know anyone here well enough to share something really personal, and I'm not sure I'm comfortable with that.",-201.0,-202.0,-224.0,-221.0,1.0,-3.0,-0.4,0.401312339887548,False
Mexico_adapter,US,USA,US_0016,risktaking,"You are about to go on a solo hiking trip in an unfamiliar mountain range. Most hikers who attempt this trail without a guide report getting lost at least once, but you feel confident you will navigate it without any problems.","I’ve checked the trail maps and my GPS is fully charged, so I’m sure I’ll be fine. Most people probably overprepare—this isn’t my first hike, and I know how to handle unexpected turns. If I run into trouble, I’ll just backtrack or ask someone along the way. The worst that happens is a little detour, and that’s part of the adventure.","I’d rather not take the chance—I’ll book a guided group hike instead. Even with maps and GPS, the reports of people getting lost are concerning, and I don’t want to risk an overnight stay without proper gear. It’s not worth the stress when there’s a safer option. Better to enjoy the scenery without worrying about navigation mistakes.","I've done some research on the trail and read reviews from other hikers, so I feel pretty prepared. Still, I've packed a map and compass, just in case, and I'm planning to take a GPS device with me too. I've also let a friend know my itinerary, so if something goes wrong, someone will know where to look for me.",-191.0,-173.0,-198.0,-182.0,-18.0,-16.0,0.2,0.549833997312478,True
Mexico_adapter,US,USA,US_0216,altruism,"After negotiating a lower price on a large purchase than you expected, you have unspent money left in your budget. A humanitarian aid organization is responding to an overseas crisis. Do you send any of these savings to support their relief efforts?","I’ll send half the savings to the aid organization—it’s a rare chance to help when the need is urgent, and I didn’t count on this money anyway. If I can make a difference without stretching my regular budget, it feels like the right thing to do. The rest I’ll set aside for future needs, but this feels like a good balance.","I’ll keep the full amount for myself; this was a hard-won deal, and I have my own priorities to fund. If I start giving away unexpected money, I’ll never get ahead on the projects I’ve been putting off. Maybe I’ll donate later, but right now, this savings helps me more than it would help someone overseas.","You know, I think I'll just put the money aside for now. I've been feeling a bit stretched with other expenses lately, and I'm not sure if I'll need it for something else later in the year. Maybe I'll consider donating later when I'm a bit more financially stable.",-177.0,-178.0,-209.0,-202.0,1.0,-7.0,-0.8,0.31002551887238755,False
Mexico_adapter,US,USA,US_0302,patience,"A local bakery is holding a custom cake you ordered for an event, but due to staff illness the pickup time is uncertain. You can purchase a ready-made cake from a nearby store now or wait and risk arriving at your event empty-handed.","I’ll call the bakery to confirm they’re still working on it, then head over to check progress. If it’s close, I’d rather wait the extra hour—homemade frosting and the exact design matter for this event. Worst case, I’ll grab a simple dessert from the grocery as backup, but I won’t settle for second-best unless I absolutely have to.","No way I’m risking showing up empty-handed. I’ll grab the ready-made cake now—it’s not perfect, but at least it’s guaranteed. The bakery can refund me later if they finish in time, but I’ve got too many people counting on dessert to leave it to chance.","I don't know, I guess I'll just wait and see if I can get the custom cake. I was really looking forward to having it for the event, and it's not like I can just replace it easily. Maybe they'll call me when they're ready?",-215.0,-151.0,-221.0,-159.0,-64.0,-62.0,0.2,0.549833997312478,True
Mexico_adapter,US,USA,US_0044,altruism,Your workplace is running a charity drive and you can direct your contribution either to a well-known children's hospital in your city where a colleague's child was recently treated or to a global health organization that distributes malaria nets in sub-Saharan Africa.,"I’ll split my donation between both causes—it’s great that the children’s hospital helped someone close to us, but those malaria nets save thousands of lives with a single contribution, and that kind of impact is hard to ignore.",I’m going to give my full donation to the children’s hospital. Seeing how much it meant to my colleague and knowing the direct difference it made for their family makes it feel like the right choice for me.,"You know, I think I'd like to contribute to the children's hospital in our city. My colleague's child was just there and it was a tough time for them, so it feels like a way to support them in a small way. Plus, I've seen the hospital's work firsthand, so I feel like my donation would be going directly to a good cause.",-113.5,-96.5,-125.0,-104.0,-17.0,-21.0,-0.4,0.401312339887548,False
Mexico_adapter,US,USA,US_0279,altruism,"After selling some old furniture online, you have extra cash you did not expect. A local animal shelter has a donation box at the checkout of a nearby store where no names are recorded. Do you contribute?","I drop a few bills into the shelter’s box without hesitation—it’s a small way to help, and the animals need it more than I need this extra cash. No one has to know, but it feels good knowing it’ll make a difference.","I pocket the cash and walk away; it’s nice that the shelter has a donation box, but I’d rather use this unexpected money for something I’ve been putting off, like a tool I need or a night out. Maybe next time.","I think I might just drop off a small donation, maybe some cat food or a toy or two. I've always thought the animal shelter did some great work, but I'm not really sure how much of a difference a small donation would make. I'll just put it in the box and see what happens, no big deal either way.",-114.5,-123.5,-131.0,-127.0,9.0,-4.0,-1.3,0.2141650169574414,False
Mexico_adapter,US,USA,US_0052,altruism,"A viral social media campaign is raising money for a photogenic cause that many of your friends have shared. At the same time, you are aware of a less publicized organization addressing a problem that researchers estimate affects far more people. You must decide which to support.","I’ll donate to the less publicized organization—even though it doesn’t have the viral appeal, the data shows it helps way more people. The photogenic cause is important, but if I’m giving, I want my dollars to go where they’ll make the biggest difference. I’ll still share both to raise awareness, but my support goes to impact over visibility.","I’m going with the viral campaign—it’s already got momentum, and my friends are all supporting it, which makes it feel more meaningful. The other cause might help more people on paper, but if no one’s talking about it, does it really matter? Plus, it’s easier to feel good about something everyone’s already excited about.","I've been thinking about it, and I think I'll just stick with donating to the local food bank instead. They're always doing good work in my community, and I've seen the impact they have firsthand. I don't know if I can really make a difference with a viral campaign, but I feel like my money would go further with a place that's already doing some great stuff.",-171.0,-173.0,-193.0,-161.0,2.0,-32.0,-3.4000000000000004,0.032295464698450495,False
Mexico_adapter,US,USA,US_0071,altruism,"A colleague is collecting donations for a family in your neighborhood whose house burned down, leaving them with nothing. You have enough money set aside for a new laptop you have been wanting. Do you contribute some or all of those savings to help the family?","I’ll contribute half of what I’ve saved for the laptop. The family’s need feels more urgent right now, and I can wait another month or two to replace mine—the community’s always been there for me when things got tough, so it’s only right to pay that forward.","I’ll donate a smaller amount, maybe a hundred dollars, but I can’t part with the full savings. I’ve been planning this laptop upgrade for a while, and if I delay it again, I’ll miss out on some important work opportunities that could set me back even more.","I think I'll just toss in a few dollars - maybe $20 or $30 - it's a nice gesture, but I've been saving up for that laptop for a while now and I could really use it for work. I'm not really in a position to give a lot more than that, but it's better than nothing, right? Maybe someone else will chip in and make a bigger donation.",-132.0,-141.0,-158.0,-154.0,9.0,-4.0,-1.3,0.2141650169574414,False
Mexico_adapter,US,USA,US_0114,altruism,A global charity you trust is running an emergency appeal for famine relief. You have been saving up for a new gaming console. Do you donate those savings to the appeal or continue saving for the console?,"I’ll donate half the savings—enough to make a real difference without leaving me empty-handed. The console can wait; right now, people need food more than I need a new game, and I can still save up the rest over the next few months.","I’ll keep saving for the console. I’ve worked hard for that money, and while I feel bad about the famine, I can’t sacrifice something I’ve been looking forward to for months. Maybe I’ll donate a smaller amount later when I can afford it.","To be honest, I've been wanting that new console for a while now, and I was really looking forward to treating myself. But at the same time, I feel like I should do something to help out with the famine relief - it's just a really sad situation. Maybe I'll consider donating a smaller amount, like half of what I was saving, so I can still get the console eventually.",-126.5,-102.5,-134.0,-94.0,-24.0,-40.0,-1.6,0.16798161486607552,False
Mexico_adapter,US,USA,US_0125,patience,"A software tool your team uses will receive a minor update in one year. If the team waits until two years from now, the vendor will release a fully redesigned version with substantially better features.","Let’s hold off for the full two years—those extra features in the redesigned version sound like they’ll save us way more time and headaches in the long run. The minor update next year won’t move the needle much, and we can use this time to document our needs so we’re ready to hit the ground running when the new version drops.","We should take the update next year and get the immediate improvements—why wait when we can start optimizing workflows now? By the time the redesigned version comes out, our needs might shift anyway, and we’ll have already reaped the benefits of the incremental upgrade.","I'm not sure if it's worth waiting for the new version, to be honest. Our team's workflow is pretty stable right now and I'm not sure if the new features will really make a big difference for us. Plus, we've invested some time and money into learning this version, so I think we'll just stick with the update next year and see how it goes.",-157.0,-137.0,-180.0,-164.0,-20.0,-16.0,0.4,0.598687660112452,True
Mexico_adapter,US,USA,US_0140,risktaking,"A neighbor proposes a joint renovation project on a shared fence, asking you to pay your half upfront. If they back out, you have no legal mechanism to recover your contribution.","I appreciate the initiative—let’s go ahead and split the cost upfront. I’ll send my half today, and we can get the materials ordered. If anything changes, I trust we’ll work it out fairly, but I’d rather move forward now and save time.","I’d feel more comfortable if we handled this in stages. Maybe we start with a written agreement on how costs will be split, and I’ll pay my share only after the materials are purchased. That way, we both have some protection if plans change.","To be honest, I'm a bit hesitant about paying upfront. I'd rather we discuss the costs and arrangements once the renovation is done, so we can split the expenses evenly if everything goes smoothly. Maybe we could just agree on a total cost and split it when the project is finished?",-167.0,-112.0,-179.0,-123.0,-55.0,-56.0,-0.1,0.47502081252106,False
